"iteration"	"intercept"	"first"	"second"	"third"	"fourth"
"genome_526"	1581598.54142928	-0.0773612751133271	1.41781733777476e-09	-1.15390749830464e-17	3.51876462674035e-26
"genome_527"	1521218.78779838	-0.0744250366899135	1.36427301191033e-09	-1.11051223061442e-17	3.38688169754291e-26
"genome_528"	581347.477275711	-0.0286980565861939	5.30378737676976e-10	-4.34944699860619e-18	1.3354425106326e-26
"genome_529"	1743491.99361721	-0.085178860692399	1.5592392804106e-09	-1.26749989099044e-17	3.86057614319137e-26
"genome_53"	1272677.62920331	-0.0623393280795055	1.14395053303736e-09	-9.32048854854398e-18	2.84493003230611e-26
"genome_530"	1222145.40640387	-0.0599452692949042	1.10152379762593e-09	-8.98721454337276e-18	2.74703539667241e-26
"genome_531"	2007321.16562225	-0.0982004288471143	1.80008079758944e-09	-1.46533801006042e-17	4.46956650083384e-26
"genome_532"	966516.228755795	-0.0473120575411278	8.6751463999649e-10	-7.06166695446384e-18	2.15316409583444e-26
"genome_533"	1030406.3837019	-0.0506567856234202	9.32865301465838e-10	-7.62671644503646e-18	2.33565994748603e-26
"genome_534"	1464210.61990312	-0.0720424724452407	1.32804824871117e-09	-1.08708970302194e-17	3.33395151493085e-26
"genome_535"	1626291.57191723	-0.0799393888326304	1.4722418420331e-09	-1.20403586625222e-17	3.6894137644322e-26
"genome_536"	1668746.47944192	-0.0818763627605328	1.50518284514181e-09	-1.2287631581085e-17	3.75846739843605e-26
"genome_537"	1411059.77416126	-0.0689966884767929	1.26404788189055e-09	-1.02833860669564e-17	3.13444741348311e-26
"genome_538"	1452938.93746898	-0.0712608662599443	1.30945374843323e-09	-1.06844169777311e-17	3.26624880842553e-26
"genome_539"	1358825.65259427	-0.0664214409611719	1.21644288079299e-09	-9.8923393526557e-18	3.0140132481592e-26
"genome_54"	1757786.99762537	-0.0859112320754854	1.57330470873902e-09	-1.27949897070795e-17	3.89893358854055e-26
"genome_540"	1560458.04222953	-0.0762535925338921	1.39607105445354e-09	-1.13495467372708e-17	3.4569089858152e-26
"genome_541"	1848051.56511097	-0.0904633840657628	1.65919405937386e-09	-1.35136388625659e-17	4.12394609589906e-26
"genome_542"	1109047.00961492	-0.0543465654228151	9.97674741026028e-10	-8.13178116205517e-18	2.48300644216211e-26
"genome_543"	1033390.45730215	-0.0504383320642589	9.22107157650451e-10	-7.48355847337023e-18	2.27485357802701e-26
"genome_544"	1178033.26731919	-0.0576608071502069	1.05737214672955e-09	-8.60961322256193e-18	2.62641327349628e-26
"genome_545"	1383265.10706658	-0.0678458709068517	1.24673140709457e-09	-1.0172785443162e-17	3.10985714870603e-26
"genome_546"	1379010.81074718	-0.0675667192528019	1.24020549194079e-09	-1.0107296918367e-17	3.08583021215464e-26
"genome_547"	1193740.99241306	-0.0584551750272281	1.07228460802153e-09	-8.73286315864698e-18	2.66427098566544e-26
"genome_548"	1030121.97323201	-0.0504245601122532	9.24616214902543e-10	-7.5271499454928e-18	2.29542850343206e-26
"genome_549"	1377172.79453246	-0.0676617396861866	1.24547883368922e-09	-1.01801532865295e-17	3.1175500763638e-26
"genome_55"	1173975.65918705	-0.0575718941423415	1.05775493422886e-09	-8.62914903225524e-18	2.637392416191e-26
"genome_550"	1682050.04672498	-0.0825018126146475	1.51610594258471e-09	-1.23715257961122e-17	3.78234059360077e-26
"genome_551"	1424565.72078343	-0.0695515357309877	1.27219322314545e-09	-1.03325083393552e-17	3.14397575283919e-26
"genome_552"	1463081.51631714	-0.0717280070186086	1.31748817153474e-09	-1.07455346152089e-17	3.283584792001e-26
"genome_553"	768808.972253723	-0.0374891111485102	6.84541311883161e-10	-5.54728067646438e-18	1.68327919141017e-26
"genome_554"	1570103.92596598	-0.0769309274259962	1.41231320736031e-09	-1.15133960452733e-17	3.51668091303214e-26
"genome_555"	1566126.80925401	-0.0765096884976949	1.4004160307002e-09	-1.13823825302085e-17	3.46624241944215e-26
"genome_556"	1254543.63719782	-0.0613452077757788	1.12386454880527e-09	-9.14261483214235e-18	2.78653691835959e-26
"genome_557"	1400582.28058825	-0.068671343623042	1.26141856420595e-09	-1.02883347322244e-17	3.14375540526681e-26
"genome_558"	770711.119391339	-0.0379816747389246	7.00939555836447e-10	-5.74119290189262e-18	1.76100740832857e-26
"genome_559"	1117595.54505373	-0.0547683814948144	1.00544678008479e-09	-8.19515695882113e-18	2.50230407381998e-26
"genome_56"	1374224.95989717	-0.0674175371901964	1.23908843659527e-09	-1.01118705806601e-17	3.09154858492504e-26
"genome_560"	1235236.44741586	-0.0604456914794388	1.10810215920432e-09	-9.01940210457469e-18	2.75025976071879e-26
"genome_561"	1285853.81181397	-0.0630883032560696	1.15966162537737e-09	-9.46509807905126e-18	2.89432101043022e-26
"genome_562"	1415984.57444385	-0.0691985656689442	1.2669528244687e-09	-1.02998979780437e-17	3.13710410889426e-26
"genome_563"	1379222.8904252	-0.0676791164240359	1.24420648816121e-09	-1.01562437698616e-17	3.10593296254273e-26
"genome_564"	1587657.87895588	-0.0776450883098892	1.42272998622288e-09	-1.15762324643304e-17	3.5290918317086e-26
"genome_565"	911427.523161907	-0.0449680158475962	8.30798279741673e-10	-6.81226567619178e-18	2.09178120303036e-26
"genome_566"	1873555.6418583	-0.0915001271941884	1.67439783742658e-09	-1.3607003342956e-17	4.14331304414024e-26
"genome_567"	1674184.92985236	-0.0819391672306989	1.5026150775239e-09	-1.2236491710136e-17	3.73365003054751e-26
"genome_568"	1841437.91624787	-0.0898345858193481	1.64214481797102e-09	-1.33304771342781e-17	4.05471960440079e-26
"genome_569"	1772731.01466653	-0.0865646694803455	1.58385869459912e-09	-1.28693036342645e-17	3.91805980583592e-26
"genome_57"	1198111.49594801	-0.0585349982710632	1.07140306042865e-09	-8.70749891506495e-18	2.65125720668059e-26
"genome_570"	1065324.8220607	-0.0522205328091472	9.58976512234023e-10	-7.81929078187508e-18	2.38855515189896e-26
"genome_571"	796265.442047648	-0.0392560734969384	7.24715916339032e-10	-5.93789745253154e-18	1.82190053459763e-26
"genome_572"	1341533.41768331	-0.0654690025692671	1.19708391392723e-09	-9.71969004637876e-18	2.95687828294828e-26
"genome_573"	1178768.74375543	-0.0577357118665111	1.05936899197438e-09	-8.63021167993668e-18	2.63379607283206e-26
"genome_574"	1205335.85800072	-0.0588725527584146	1.07733460623864e-09	-8.75397592161973e-18	2.66496369246958e-26
"genome_575"	2128097.02426024	-0.104039163637945	1.90580700768155e-09	-1.55032472211746e-17	4.72544403590533e-26
"genome_576"	1227360.00809385	-0.059945138682044	1.09686436944908e-09	-8.91154525329978e-18	2.71249333632958e-26
"genome_577"	1548137.15457495	-0.0755730611735344	1.38219125510097e-09	-1.12252677839819e-17	3.41559645242143e-26
"genome_578"	1335896.32412833	-0.0654289548260642	1.20064701616175e-09	-9.78349862033607e-18	2.98690813910632e-26
"genome_579"	1266444.52810851	-0.0621447164950433	1.14249348318168e-09	-9.32653410894306e-18	2.85246003891614e-26
"genome_58"	1472306.77853327	-0.0721851172551918	1.32601618647008e-09	-1.0816503061847e-17	3.30580180595816e-26
"genome_580"	1101530.02396407	-0.0540071346109062	9.91927554817147e-10	-8.08848643454017e-18	2.47074707984463e-26
"genome_581"	617654.571236626	-0.0298785680837625	5.40947245605533e-10	-4.34396541183539e-18	1.30538764238776e-26
"genome_582"	1736571.73736967	-0.0849104407397979	1.55561644993935e-09	-1.2656159405305e-17	3.85810322867229e-26
"genome_583"	1497484.17379255	-0.0732344285469451	1.34189245987908e-09	-1.09182865639198e-17	3.32843875640999e-26
"genome_584"	986699.470230879	-0.0485044582591938	8.93133423381627e-10	-7.30089230369344e-18	2.23551827992915e-26
"genome_585"	1517290.10925327	-0.0741948334594002	1.35937320840461e-09	-1.10598298568876e-17	3.37145536818189e-26
"genome_586"	1652786.83871992	-0.0807598260789675	1.47855282903866e-09	-1.20206047838573e-17	3.66166457683864e-26
"genome_587"	1261679.59239245	-0.0618824963846043	1.13706400455419e-09	-9.27653461446138e-18	2.83521559742216e-26
"genome_588"	1613200.76461265	-0.0787210752534674	1.43927978797329e-09	-1.16851822218738e-17	3.55448025116138e-26
"genome_589"	1508378.02095208	-0.0739274053800007	1.35747947323509e-09	-1.10682598705641e-17	3.38111081570646e-26
"genome_59"	854271.545305582	-0.0420766385051319	7.76144998153166e-10	-6.35465278870814e-18	1.94853987481171e-26
"genome_590"	1677695.71108744	-0.0822764331645278	1.51175691302033e-09	-1.23344137224538e-17	3.77051466911431e-26
"genome_591"	1258520.03907593	-0.0615311824601284	1.12708217558435e-09	-9.16696575528547e-18	2.79331577115393e-26
"genome_592"	1298548.1120188	-0.0635342424334579	1.16460603415055e-09	-9.47887367535656e-18	2.89038950264442e-26
"genome_593"	1499605.84009359	-0.0732280674010783	1.33982257792007e-09	-1.08860708459792e-17	3.31408660498005e-26
"genome_594"	1344658.03952351	-0.0659352596212787	1.21126759645918e-09	-9.88016922932067e-18	3.01929906408331e-26
"genome_595"	1731359.77686978	-0.084755367790055	1.55458283480553e-09	-1.26622952702e-17	3.86436076184449e-26
"genome_596"	1669691.04953216	-0.0816909968638018	1.49749070658604e-09	-1.21896526511075e-17	3.71767101900205e-26
"genome_597"	1371750.5083954	-0.0670081198518477	1.22631216862391e-09	-9.965065137256e-18	3.03374509474447e-26
"genome_598"	1014994.63430399	-0.0495530617015793	9.06177574009973e-10	-7.3565662515649e-18	2.23701905848157e-26
"genome_599"	1388408.87143703	-0.0680218471340405	1.24850140866322e-09	-1.01747646498085e-17	3.10648836181532e-26
"genome_6"	1273099.01385597	-0.0623032783190976	1.14226271171046e-09	-9.2984863356992e-18	2.83572914566263e-26
"genome_60"	1347128.67549765	-0.0658906707980626	1.20740459253286e-09	-9.82381174413869e-18	2.99446999761651e-26
"genome_600"	1764650.67180511	-0.0866581983537248	1.59445396288743e-09	-1.30272272256313e-17	3.98791221369789e-26
"genome_601"	1071180.45195255	-0.0523625237179988	9.58819998832003e-10	-7.79462525554091e-18	2.3736070787253e-26
"genome_602"	1166065.02342611	-0.0572209281839645	1.05193926730782e-09	-8.58648400605963e-18	2.6256975707349e-26
"genome_603"	1279146.48203302	-0.0624734963539079	1.14317604492635e-09	-9.28874638372337e-18	2.82776150820913e-26
"genome_604"	1234140.29743562	-0.060504372683734	1.11128660070786e-09	-9.06292288618411e-18	2.7690410475668e-26
"genome_605"	1360493.51803411	-0.0666496878214953	1.22319405533359e-09	-9.96719128005892e-18	3.04260306886835e-26
"genome_606"	1450211.10276602	-0.0709656214719124	1.3010872596625e-09	-1.05923317532115e-17	3.2308625817349e-26
"genome_607"	1246768.22542398	-0.0610775212036736	1.12096680200031e-09	-9.13492609038604e-18	2.78890574324604e-26
"genome_608"	1648400.11145244	-0.080789320031035	1.48353381762064e-09	-1.20970127646339e-17	3.69582022995547e-26
"genome_609"	1507343.68192865	-0.073744397163318	1.3517694528208e-09	-1.10031710076106e-17	3.35574801686201e-26
"genome_61"	1310405.4483213	-0.0643065909328444	1.18231565075497e-09	-9.65217243722646e-18	2.95220273146643e-26
"genome_610"	1120056.95773381	-0.0548565962431262	1.00648251109046e-09	-8.19893060121573e-18	2.50205709673239e-26
"genome_611"	889982.054213655	-0.0437406657552573	8.05123575889648e-10	-6.57811085531882e-18	2.01289414233619e-26
"genome_612"	1322826.39857177	-0.0648568953373499	1.19131084751742e-09	-9.71617707365915e-18	2.96881476017601e-26
"genome_613"	1793089.66147033	-0.0876587657208056	1.6056759320833e-09	-1.30609628545713e-17	3.98072644708282e-26
"genome_614"	1055193.09159684	-0.0518052823165213	9.52826984013814e-10	-7.78102559661884e-18	2.38044358999399e-26
"genome_615"	1512018.42992076	-0.0740648037465856	1.3592770535961e-09	-1.10772188152835e-17	3.38216956855991e-26
"genome_616"	731786.476036091	-0.0355224345009463	6.45493280978378e-10	-5.2037303336119e-18	1.57023854767937e-26
"genome_617"	1324421.20239271	-0.0649781559478827	1.19435319046633e-09	-9.74782228679307e-18	2.9806247247528e-26
"genome_618"	857159.123042558	-0.0418482044651352	7.65232207732083e-10	-6.21142884589366e-18	1.88835441468953e-26
"genome_619"	1306053.50443736	-0.0639337429260774	1.17249209709495e-09	-9.54739444858178e-18	2.91252531545205e-26
"genome_62"	1887671.42071638	-0.0921976195458368	1.68727887336887e-09	-1.3712383052025e-17	4.17553882837977e-26
"genome_620"	1377554.41134368	-0.067604620516834	1.24305506836968e-09	-1.01493011135121e-17	3.10476761681843e-26
"genome_621"	-472076.017935644	0.0215522402897993	-3.682083200568e-10	2.78989673482034e-18	-7.90987136238319e-27
"genome_622"	1368002.48643462	-0.0669255073498868	1.22670744803366e-09	-9.98435564906851e-18	3.04469629361698e-26
"genome_623"	1358076.39192827	-0.0667891628684859	1.23064486631701e-09	-1.0069098997118e-17	3.08670982822799e-26
"genome_624"	589906.467276401	-0.02924327184479	5.4265364518867e-10	-4.46760873424187e-18	1.37694303404775e-26
"genome_625"	1409559.99452414	-0.0689095065040115	1.26214988482721e-09	-1.02651125801704e-17	3.12789625907543e-26
"genome_626"	1224677.65437535	-0.060154589492125	1.10698730758067e-09	-9.04542524295701e-18	2.76913212205075e-26
"genome_627"	1634303.80189089	-0.0800193817638097	1.4679699846369e-09	-1.19586843230271e-17	3.65012950082218e-26
"genome_628"	1882824.22501605	-0.0919373845645416	1.68215430036473e-09	-1.36683395392864e-17	4.16156111573922e-26
"genome_629"	1579444.66797418	-0.0772588199145621	1.41596985210704e-09	-1.15241112040478e-17	3.51417512297818e-26
"genome_63"	1472827.76950405	-0.072029963997886	1.31983097886805e-09	-1.07387247027487e-17	3.27364606753034e-26
"genome_630"	1370892.43109559	-0.0672999968303491	1.23781782445399e-09	-1.01091371247474e-17	3.09316308574317e-26
"genome_631"	1521661.09363991	-0.0745438832091811	1.36821861517868e-09	-1.11515041322574e-17	3.40534256899032e-26
"genome_632"	1788438.9312366	-0.0874946085552194	1.60380889639126e-09	-1.30548800083549e-17	3.98158988039569e-26
"genome_633"	1184219.22798601	-0.0579469653945537	1.06218274518174e-09	-8.64413280960663e-18	2.63518675731709e-26
"genome_634"	1319779.28205836	-0.0648865841928983	1.19518186434442e-09	-9.77516722968156e-18	2.99530725413827e-26
"genome_635"	1275226.56721251	-0.0625692699004171	1.15015925335948e-09	-9.38780641393288e-18	2.87075340885591e-26
"genome_636"	1246325.63724102	-0.0611071222970256	1.1223932970226e-09	-9.15326188334926e-18	2.79640046268954e-26
"genome_637"	1824998.28204478	-0.0892655634666433	1.63594902290869e-09	-1.33138918065683e-17	4.05979847264474e-26
"genome_638"	854709.538744356	-0.0420620296299985	7.7529549004746e-10	-6.34361609292181e-18	1.94409498844659e-26
"genome_639"	1204048.05617552	-0.0590893623196985	1.08629008803137e-09	-8.86623133029457e-18	2.71084770443395e-26
"genome_64"	1384602.07045683	-0.0678750800680816	1.24658604889601e-09	-1.01659109059097e-17	3.10597677255682e-26
"genome_640"	868028.197179267	-0.0425622537365903	7.8166019009719e-10	-6.37238081494334e-18	1.94578370187383e-26
"genome_641"	1133858.06469008	-0.0556059396709842	1.02163823720328e-09	-8.33435158727905e-18	2.54718728568667e-26
"genome_642"	1281779.62477516	-0.0627564869936734	1.15102838007709e-09	-9.37302492090622e-18	2.85926553544558e-26
"genome_643"	1416033.60794643	-0.0694363337959767	1.27566975177056e-09	-1.04067132089226e-17	3.18074173436451e-26
"genome_644"	1507870.81597576	-0.0738227297036576	1.35414601089542e-09	-1.10299966171655e-17	3.36615965897189e-26
"genome_645"	928908.635136917	-0.045442979541101	8.3272935033293e-10	-6.77434886055171e-18	2.06429697503394e-26
"genome_646"	1296414.43976822	-0.0636175179849469	1.16955736476069e-09	-9.54692751906272e-18	2.91956873895126e-26
"genome_647"	1716396.17155691	-0.0840037544139234	1.54044190651081e-09	-1.25441834425584e-17	3.82740594560335e-26
"genome_648"	1597877.14658555	-0.0782040921233908	1.43403521619639e-09	-1.16766846530787e-17	3.56224447339666e-26
"genome_649"	1011369.66435118	-0.0496566558148507	9.13346913590297e-10	-7.45882193987324e-18	2.2819021187658e-26
"genome_65"	990739.368941908	-0.0485434797408133	8.90972910882154e-10	-7.26015324864974e-18	2.21610913602117e-26
"genome_650"	1190078.81124986	-0.058425704828987	1.07458729928615e-09	-8.77555383998499e-18	2.68483994164935e-26
"genome_651"	1331424.20416526	-0.0650512436539844	1.19074376732333e-09	-9.67807636600726e-18	2.9470146489833e-26
"genome_652"	1376868.14548623	-0.0674883005186711	1.23935763605364e-09	-1.01060754396701e-17	3.08746496097459e-26
"genome_653"	1180727.49517902	-0.0579879652945993	1.06689406435505e-09	-8.71536299240896e-18	2.66714480155198e-26
"genome_654"	1077758.23427927	-0.0528780693012492	9.71818232710406e-10	-7.92928477750285e-18	2.42346869021685e-26
"genome_655"	1592344.4051777	-0.0782543531706732	1.440908381438e-09	-1.17816629862641e-17	3.60939961870682e-26
"genome_656"	1487490.55097153	-0.0731645314019075	1.34830408212072e-09	-1.10332067460853e-17	3.38265803516409e-26
"genome_657"	1604743.85447393	-0.0783926014282907	1.43484720893998e-09	-1.16622586507966e-17	3.5515756771422e-26
"genome_658"	1440189.50143915	-0.0703301646110236	1.28675195107388e-09	-1.0453541375316e-17	3.18171788281064e-26
"genome_659"	1261414.24091209	-0.0619256982887776	1.1389208132699e-09	-9.30060459862691e-18	2.84537674757991e-26
"genome_66"	1738077.91342296	-0.0850536223689763	1.55948730755853e-09	-1.26975985273235e-17	3.87370884055371e-26
"genome_660"	749841.156758486	-0.0369945555313747	6.83515220280015e-10	-5.60519891711606e-18	1.72142574094486e-26
"genome_661"	1048292.39893721	-0.0513445949023108	9.42048741781922e-10	-7.67365830123102e-18	2.34151429382763e-26
"genome_662"	1459672.29791018	-0.0716142215658858	1.31641489014836e-09	-1.07453741509124e-17	3.28625456511771e-26
"genome_663"	739991.067199156	-0.0360938962248275	6.59274237644223e-10	-5.34441349465143e-18	1.62234556486678e-26
"genome_664"	1968789.85427925	-0.096263775337295	1.76363039346576e-09	-1.43488866221261e-17	4.37430466388371e-26
"genome_665"	578950.961808349	-0.0278028568946501	4.99431335868077e-10	-3.97674812426055e-18	1.18413073405524e-26
"genome_666"	1483169.67296105	-0.0726425382307559	1.33298905638752e-09	-1.0861332803495e-17	3.31570746207331e-26
"genome_667"	1251879.4142452	-0.0613339812421254	1.12574996199787e-09	-9.17422231981948e-18	2.80090171851497e-26
"genome_668"	1503739.42619721	-0.0735389720845994	1.34731524844098e-09	-1.0960055286855e-17	3.34012925680439e-26
"genome_669"	1637889.67767286	-0.0801475398640649	1.46950002533759e-09	-1.19648621515486e-17	3.65021961114895e-26
"genome_67"	1228885.8990692	-0.0603052041289589	1.10866772579148e-09	-9.04974814101438e-18	2.76742322450168e-26
"genome_670"	1287324.82338242	-0.0629431108614704	1.15302509734294e-09	-9.37874262012662e-18	2.85812190217897e-26
"genome_671"	1065117.12936141	-0.0522601279747631	9.60483850428873e-10	-7.83687105455927e-18	2.39522106581764e-26
"genome_672"	1655362.29350759	-0.0810041720729624	1.48522048146285e-09	-1.20928486494181e-17	3.68922398817674e-26
"genome_673"	1240737.72775603	-0.0606683962592808	1.11127162833285e-09	-9.03726692229403e-18	2.75313557557732e-26
"genome_674"	1095674.18129959	-0.0537210225956197	9.86712982996149e-10	-8.04648720060489e-18	2.45813881375197e-26
"genome_675"	1263714.73359205	-0.0618058820069301	1.13237971911929e-09	-9.21127568665347e-18	2.80690184069386e-26
"genome_676"	654172.948745598	-0.0323767879244166	5.99871211781914e-10	-4.93134624778425e-18	1.51770502976667e-26
"genome_677"	1598123.38169896	-0.0780707095608439	1.42899271808446e-09	-1.16150272959164e-17	3.53730768801414e-26
"genome_678"	1751802.34602101	-0.0855936273296296	1.56697148877194e-09	-1.27388242844586e-17	3.8802623385334e-26
"genome_679"	822409.416545075	-0.0401828215110837	7.35354140719462e-10	-5.97362654562917e-18	1.8175146714969e-26
"genome_68"	1410283.58772273	-0.0688871403528644	1.26073586216556e-09	-1.02458799730381e-17	3.1198127478079e-26
"genome_680"	1589881.21687793	-0.0777413868156464	1.42425144831151e-09	-1.15865163019012e-17	3.53155423961331e-26
"genome_681"	906302.394042691	-0.0444101273032037	8.15160313187282e-10	-6.64265748968929e-18	2.02766014258005e-26
"genome_682"	1138744.85064098	-0.0557518275757024	1.02251490952627e-09	-8.32612483680288e-18	2.53976949890595e-26
"genome_683"	1112350.75114994	-0.0545396474323348	1.00178944408569e-09	-8.16994352008756e-18	2.49606334016583e-26
"genome_684"	1322317.23217648	-0.0648039308369491	1.18981162356709e-09	-9.69955715073114e-18	2.96236328770605e-26
"genome_685"	2076227.54040079	-0.101399547169622	1.85560127443616e-09	-1.50801683116205e-17	4.59214165743447e-26
"genome_686"	1332929.09383654	-0.0654811322619965	1.20520067647303e-09	-9.84968557837203e-18	3.01592839158427e-26
"genome_687"	498645.057391911	-0.0241295759500458	4.36996667907706e-10	-3.51022394084336e-18	1.05513700919104e-26
"genome_688"	1056244.28357288	-0.0517213743027663	9.48680438233468e-10	-7.72503466103688e-18	2.3562891915072e-26
"genome_689"	1029813.15577202	-0.050347504773215	9.22056391100645e-10	-7.49687520177443e-18	2.28328624028347e-26
"genome_69"	1140307.62194159	-0.0558470732543233	1.02463859861175e-09	-8.34675659144381e-18	2.54716392552449e-26
"genome_690"	1278750.39940773	-0.0623566987447168	1.13924045944595e-09	-9.24201077975854e-18	2.80899100191483e-26
"genome_691"	1386012.13977274	-0.068056117179342	1.2519739342675e-09	-1.02267405262105e-17	3.12974526560477e-26
"genome_692"	1732939.52671753	-0.0848975407794339	1.55836207307342e-09	-1.27024697425246e-17	3.87944172646918e-26
"genome_693"	1826399.45138916	-0.0891728488008266	1.63128566044159e-09	-1.32517394471171e-17	4.0334428813617e-26
"genome_694"	1422650.69165692	-0.0696575418004261	1.27776494677366e-09	-1.04071462088671e-17	3.17559578732629e-26
"genome_695"	1321324.19419048	-0.0647383972420186	1.18831861129617e-09	-9.68518285087948e-18	2.9573486383161e-26
"genome_696"	1429721.00080982	-0.0700877820882992	1.28723725474355e-09	-1.04974871542415e-17	3.20728728369949e-26
"genome_697"	1007256.28421925	-0.0492974576651421	9.03815185044668e-10	-7.35680744242169e-18	2.24320329179216e-26
"genome_698"	1772265.49277434	-0.086521431731251	1.58269997226759e-09	-1.28569684989545e-17	3.91343684869561e-26
"genome_699"	1786452.00948196	-0.0871989354083538	1.5947035786534e-09	-1.29503727659204e-17	3.94032753974303e-26
"genome_7"	1306685.57560348	-0.0638612899763219	1.16930440134862e-09	-9.50660218990604e-18	2.89564684079322e-26
"genome_70"	1767947.87378067	-0.0864362877574158	1.5834086479705e-09	-1.28808606123729e-17	3.92614261033912e-26
"genome_700"	1419363.77411855	-0.0696015031727899	1.27873458528159e-09	-1.04319313797751e-17	3.1885058028457e-26
"genome_701"	1363435.69129847	-0.0668579974993278	1.22829352832084e-09	-1.00199666487729e-17	3.06239353890939e-26
"genome_702"	829422.584927531	-0.0405729342824668	7.43382242588658e-10	-6.04623781546339e-18	1.84191161167367e-26
"genome_703"	1507663.99875476	-0.0737915662048408	1.35322556164834e-09	-1.1019958466906e-17	3.36241162894644e-26
"genome_704"	1276206.72982778	-0.062269975058289	1.13831636465129e-09	-9.23969572513123e-18	2.80980865437364e-26
"genome_705"	1312015.35915796	-0.0643594327698258	1.18276072166018e-09	-9.65113398162758e-18	2.9503409435171e-26
"genome_706"	927861.276429587	-0.0453887654439574	8.3157460875355e-10	-6.76274161701027e-18	2.05980151199869e-26
"genome_707"	1569229.98564692	-0.0769052141566836	1.41219721233519e-09	-1.15157152088877e-17	3.518502225967e-26
"genome_708"	1057217.59122411	-0.0516851312492164	9.46488533037577e-10	-7.69478548019309e-18	2.3432728951727e-26
"genome_709"	1145048.20964541	-0.0561288845187911	1.03071466257613e-09	-8.40358265446558e-18	2.56672612146981e-26
"genome_71"	1265768.79638036	-0.062049880666115	1.13956541181359e-09	-9.29254186457332e-18	2.83884876306069e-26
"genome_710"	1312057.51473328	-0.064218675919	1.17761759401155e-09	-9.58884993023556e-18	2.92525006092653e-26
"genome_711"	682065.105191544	-0.0336784520598181	6.2256628373119e-10	-5.10652061273769e-18	1.56819576753605e-26
"genome_712"	1716791.55222799	-0.0840804726097704	1.54286435442453e-09	-1.25718865770411e-17	3.83820423100083e-26
"genome_713"	1158450.15741134	-0.0566598469796049	1.03806784355268e-09	-8.44328628194915e-18	2.57244719930233e-26
"genome_714"	1546034.47237468	-0.0760113820983738	1.40014592801362e-09	-1.14522118290342e-17	3.50948160752042e-26
"genome_715"	1148950.60253967	-0.0562777353482666	1.03261040681986e-09	-8.41171320271883e-18	2.56681470870749e-26
"genome_716"	1492022.35496245	-0.0732353626577044	1.34677678820902e-09	-1.09972802224204e-17	3.36438367306077e-26
"genome_717"	973103.133480058	-0.0475187267760286	8.69159258693849e-10	-7.05739691349463e-18	2.14641260550306e-26
"genome_718"	1486722.9670713	-0.0731098295674961	1.3470083051197e-09	-1.10204579616504e-17	3.37815772026921e-26
"genome_719"	841908.375424267	-0.0415157256985387	7.66706191807593e-10	-6.28496572264402e-18	1.92954439139479e-26
"genome_72"	1379558.53378526	-0.06771138428122	1.24517639505363e-09	-1.01679468772966e-17	3.11088857392035e-26
"genome_720"	1199629.7435047	-0.0586947327320353	1.07587529238696e-09	-8.75628955107539e-18	2.6698599716644e-26
"genome_721"	946650.100687774	-0.0463562873406095	8.50365946840154e-10	-6.92573169273025e-18	2.11301903174904e-26
"genome_722"	1604540.98399058	-0.0788308352645897	1.45105080656094e-09	-1.18603059049996e-17	3.63204693720913e-26
"genome_723"	986395.255899153	-0.0481026418118428	8.78492198712406e-10	-7.12091430677087e-18	2.16157958309157e-26
"genome_724"	1846012.66526551	-0.0907815663379965	1.67276685804466e-09	-1.36878059678105e-17	4.19670521384657e-26
"genome_725"	1076761.49048147	-0.0527934019045578	9.69646995934128e-10	-7.90690716361066e-18	2.41531835084352e-26
"genome_726"	1392452.67860487	-0.0683913645646615	1.2584912577805e-09	-1.02828308109142e-17	3.14777918201019e-26
"genome_727"	1102290.59133708	-0.0539962353630105	9.90861857116101e-10	-8.07290936520417e-18	2.46393933650596e-26
"genome_728"	1425025.85929937	-0.0698882669980736	1.28417241920734e-09	-1.04776850492039e-17	3.20291748871227e-26
"genome_729"	1578069.95628956	-0.0770914974098043	1.41098969337614e-09	-1.14673513123274e-17	3.49171680435193e-26
"genome_73"	1815558.33323182	-0.089080465158521	1.63762522576108e-09	-1.33687899311431e-17	4.08912729592652e-26
"genome_730"	1193067.60507027	-0.0583807013033995	1.07023332387179e-09	-8.71118936028765e-18	2.65632687934027e-26
"genome_731"	1192672.09062423	-0.058424736881098	1.07216398771213e-09	-8.73574074512835e-18	2.66641727491861e-26
"genome_732"	1671231.51620402	-0.0818158750445403	1.50074062300127e-09	-1.22243540374903e-17	3.73089619527733e-26
"genome_733"	1019945.34310073	-0.0498381184137424	9.12209250412486e-10	-7.41239208440161e-18	2.25614581602596e-26
"genome_734"	1872760.06023173	-0.0915209283639642	1.67584406476868e-09	-1.36272154603143e-17	4.15198667786194e-26
"genome_735"	1434934.91806613	-0.0702609603671424	1.28897388483577e-09	-1.05004328056427e-17	3.2049272421011e-26
"genome_736"	850669.735447694	-0.0414687223999586	7.57164458536433e-10	-6.13691950670337e-18	1.86300089477181e-26
"genome_737"	1085372.84651368	-0.0531873712407016	9.76374180822577e-10	-7.95770226149737e-18	2.42962192697121e-26
"genome_738"	1445576.33960166	-0.070706887656011	1.29578176033246e-09	-1.05447588448909e-17	3.21507550362102e-26
"genome_739"	1526069.41104908	-0.0745770061391542	1.36550446573151e-09	-1.1102567477566e-17	3.38228548136123e-26
